review_id,product_category,product_name,rating,review_text,date
1000,모바일 전자기기,스마트폰 X5,1,배송이 너무 늦었고 포장도 부실했습니다. 게다가 카메라 성능도 마음에 들지 않고 느리게 작동합니다.,2025-02-16
1001,음향기기,블루투스 스피커 사운드톤,2,품질이 기대에 미치지 못합니다. 사운드 품질에 문제가 있고 빨리 방전되한 점이 불만입니다.,2025-01-09
1002,음향기기,블루투스 스피커 사운드톤,3,"사용하기 불편합니다. 휴대성가 잘 작동하지 않고, 과열한 점이 아쉽습니다.",2025-03-08
1003,모바일 전자기기,태블릿 프로 9,1,가격 대비 품질이 좋지 않습니다. 프로세서 속도가 부족하고 느리게 작동한 문제가 있네요. 디자인은 평범하습니다.,2025-01-09
1004,모바일 전자기기,스마트폰 X5,4,가성비가 정말 좋은 제품입니다. 프로세서 속도도 우수하고 호환성이 좋한 점이 좋네요. 추천합니다. 다음에도 같은 제품을 구매할 것 같습니다.,2025-04-03
1005,음향기기,블루투스 스피커 사운드톤,4,가성비가 정말 좋은 제품입니다. 휴대성도 우수하고 호환성이 좋한 점이 좋네요. 추천합니다.,2025-04-07
1006,모바일 전자기기,스마트폰 X5,2,품질이 기대에 미치지 못합니다. 프로세서 속도에 문제가 있고 과열한 점이 불만입니다.,2025-02-28
1007,스마트홈,홈 CCTV 시스템,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 음성 인식 정확도도 마음에 들고 디자인이 세련되합니다.,2025-01-23
1008,가전제품,전자레인지 M20,1,"사용하기 불편합니다. 소음 수준가 잘 작동하지 않고, 사용 설명서가 부실한 점이 아쉽습니다. 가격은 적당한 편입니다.",2025-02-24
1009,컴퓨터,게이밍 노트북 GT,5,"사용하기 정말 편리합니다. 저장 용량가 잘 설계되어 있고, 디자인이 세련되해서 만족스럽습니다.",2025-04-19
1010,음향기기,홈시어터 시스템,5,"사용하기 정말 편리합니다. 배터리 수명가 잘 설계되어 있고, 설치가 쉬해서 만족스럽습니다.",2024-11-11
1011,가전제품,전자레인지 M20,3,"사용하기 불편합니다. 스마트 기능가 잘 작동하지 않고, 품질이 일관적이지 않한 점이 아쉽습니다.",2025-02-19
1012,가전제품,전자레인지 M20,3,품질이 기대에 미치지 못합니다. 에너지 효율에 문제가 있고 느리게 작동한 점이 불만입니다. 다음에도 같은 제품을 구매할 것 같습니다.,2025-04-04
1013,음향기기,블루투스 스피커 사운드톤,4,"사용하기 정말 편리합니다. 휴대성가 잘 설계되어 있고, 유지 관리가 쉬해서 만족스럽습니다. 다른 제품과 비교했을 때 확실히 좋습니다.",2025-01-20
1014,모바일 전자기기,보조배터리 20000,4,제품 품질이 정말 좋습니다. 프로세서 속도가 특히 마음에 들어요. 디자인이 세련되한 점이 큰 장점입니다.,2024-11-14
1015,모바일 전자기기,스마트워치 V3,3,품질이 기대에 미치지 못합니다. 디자인에 문제가 있고 소음이 심한 점이 불만입니다.,2025-03-13
1016,가전제품,로봇청소기 클린맥스,5,제품 품질이 정말 좋습니다. 스마트 기능가 특히 마음에 들어요. 호환성이 좋한 점이 큰 장점입니다.,2024-12-10
1017,모바일 전자기기,스마트워치 V3,4,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 배터리 수명도 마음에 들고 호환성이 좋합니다.,2025-02-25
1018,스마트홈,AI 스피커 홈,3,"사용하기 불편합니다. 앱 사용성가 잘 작동하지 않고, 가격이 비싸한 점이 아쉽습니다.",2025-03-26
1019,음향기기,사운드바 울트라,5,가성비가 정말 좋은 제품입니다. 베이스 성능도 우수하고 에너지 효율이 좋한 점이 좋네요. 추천합니다.,2024-12-10
1020,음향기기,사운드바 울트라,5,제품 품질이 정말 좋습니다. 베이스 성능가 특히 마음에 들어요. 휴대하기 편리한 점이 큰 장점입니다.,2025-02-23
1021,가전제품,전자레인지 M20,5,제품 품질이 정말 좋습니다. 에너지 효율가 특히 마음에 들어요. 가격 대비 가치가 높한 점이 큰 장점입니다. 디자인은 세련되고 고급스럽습니다.,2025-04-26
1022,모바일 전자기기,보조배터리 20000,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 디스플레이 품질도 마음에 들고 유지 관리가 쉬합니다. 다음에도 같은 제품을 구매할 것 같습니다.,2025-02-15
1023,가전제품,전기밥솥 쿡마스터,4,제품 품질이 정말 좋습니다. 에너지 효율가 특히 마음에 들어요. 에너지 효율이 좋한 점이 큰 장점입니다.,2025-03-10
1024,스마트홈,AI 스피커 홈,2,품질이 기대에 미치지 못합니다. 연결성에 문제가 있고 사용 설명서가 부실한 점이 불만입니다. 다른 제품과 비교했을 때 아쉬운 점이 있네요.,2024-11-11
1025,가전제품,에어컨 Q시리즈,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 냉각 성능도 마음에 들고 에너지 효율이 좋합니다.,2024-12-11
1026,가전제품,스마트 냉장고 R7,3,품질이 기대에 미치지 못합니다. 에너지 효율에 문제가 있고 가격이 비싸한 점이 불만입니다. 가격은 매우 합리적입니다.,2024-12-08
1027,가전제품,전기밥솥 쿡마스터,3,"사용하기 불편합니다. 소음 수준가 잘 작동하지 않고, 자주 끊어지한 점이 아쉽습니다.",2024-12-25
1028,스마트홈,홈 CCTV 시스템,3,반품 과정이 너무 복잡했습니다. 고장이 잦한 문제로 반품을 원했는데 절차가 번거로웠습니다. 설치 용이성도 별로예요.,2025-02-13
1029,가전제품,스마트 냉장고 R7,2,가격 대비 품질이 좋지 않습니다. 에너지 효율가 부족하고 자주 끊어지한 문제가 있네요.,2024-12-10
1030,음향기기,턴테이블 클래식,5,제품 품질이 정말 좋습니다. 휴대성가 특히 마음에 들어요. 성능이 뛰어나한 점이 큰 장점입니다.,2025-04-13
1031,가전제품,전기밥솥 쿡마스터,5,고객 서비스가 정말 친절했습니다. 자주 끊어지한 문제가 있었는데 빠르게 해결해주셨어요. 소음 수준도 좋습니다.,2024-12-03
1032,스마트홈,온도조절 시스템,2,가격 대비 품질이 좋지 않습니다. 음성 인식 정확도가 부족하고 과열한 문제가 있네요.,2024-12-15
1033,스마트홈,스마트 도어락,2,"사용하기 불편합니다. 음성 인식 정확도가 잘 작동하지 않고, 설치가 어렵한 점이 아쉽습니다.",2024-11-13
1034,음향기기,턴테이블 클래식,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 휴대성도 마음에 들고 유지 관리가 쉬합니다.,2025-04-09
1035,컴퓨터,게이밍 노트북 GT,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 저장 용량도 마음에 들고 설치가 쉬합니다. 다른 제품과 비교했을 때 확실히 좋습니다.,2025-01-23
1036,음향기기,홈시어터 시스템,2,가격 대비 품질이 좋지 않습니다. 베이스 성능가 부족하고 빨리 방전되한 문제가 있네요. 가격은 다소 비싼 편입니다.,2025-04-01
1037,컴퓨터,데스크탑 워크스테이션,2,배송이 너무 늦었고 포장도 부실했습니다. 게다가 저장 용량도 마음에 들지 않고 소음이 심합니다.,2025-03-05
1038,모바일 전자기기,스마트폰 X5,2,품질이 기대에 미치지 못합니다. 프로세서 속도에 문제가 있고 자주 끊어지한 점이 불만입니다. 디자인은 투박하습니다.,2025-01-09
1039,가전제품,전기밥솥 쿡마스터,3,품질이 기대에 미치지 못합니다. 스마트 기능에 문제가 있고 빨리 방전되한 점이 불만입니다. 가격은 매우 합리적입니다.,2025-01-08
1040,음향기기,블루투스 스피커 사운드톤,4,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 휴대성도 마음에 들고 에너지 효율이 좋합니다.,2024-11-29
1041,컴퓨터,게이밍 노트북 GT,4,제품 품질이 정말 좋습니다. CPU 성능가 특히 마음에 들어요. 휴대하기 편리한 점이 큰 장점입니다. 다음에도 같은 제품을 구매할 것 같습니다.,2025-03-05
1042,음향기기,헤드폰 프로,5,"사용하기 정말 편리합니다. 베이스 성능가 잘 설계되어 있고, 사용이 편리해서 만족스럽습니다. 디자인은 세련되고 고급스럽습니다.",2025-03-17
1043,스마트홈,스마트 도어락,4,"사용하기 정말 편리합니다. 연결성가 잘 설계되어 있고, 사용이 편리해서 만족스럽습니다.",2025-03-18
1044,스마트홈,홈 CCTV 시스템,4,제품 품질이 정말 좋습니다. 앱 사용성가 특히 마음에 들어요. 가격 대비 가치가 높한 점이 큰 장점입니다.,2025-02-28
1045,모바일 전자기기,스마트워치 V3,4,"사용하기 정말 편리합니다. 디자인가 잘 설계되어 있고, 유지 관리가 쉬해서 만족스럽습니다. 다른 제품과 비교했을 때 확실히 좋습니다.",2024-11-14
1046,컴퓨터,울트라북 슬림9,2,품질이 기대에 미치지 못합니다. 그래픽 성능에 문제가 있고 품질이 일관적이지 않한 점이 불만입니다.,2025-02-19
1047,컴퓨터,모니터 와이드뷰,2,"사용하기 불편합니다. 그래픽 성능가 잘 작동하지 않고, 품질이 일관적이지 않한 점이 아쉽습니다.",2024-12-18
1048,스마트홈,AI 스피커 홈,3,가격 대비 품질이 좋지 않습니다. 앱 사용성가 부족하고 사용 설명서가 부실한 문제가 있네요. 디자인은 세련되고 고급스럽습니다.,2024-12-11
1049,음향기기,홈시어터 시스템,2,반품 과정이 너무 복잡했습니다. 소음이 심한 문제로 반품을 원했는데 절차가 번거로웠습니다. 무선 연결 안정성도 별로예요.,2025-03-27
1050,컴퓨터,무선 키보드 마우스 세트,5,"사용하기 정말 편리합니다. 메모리가 잘 설계되어 있고, 성능이 뛰어나해서 만족스럽습니다.",2025-03-09
1051,스마트홈,온도조절 시스템,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 음성 인식 정확도도 마음에 들고 에너지 효율이 좋합니다.,2025-02-09
1052,컴퓨터,모니터 와이드뷰,3,반품 과정이 너무 복잡했습니다. 고장이 잦한 문제로 반품을 원했는데 절차가 번거로웠습니다. CPU 성능도 별로예요.,2025-01-04
1053,컴퓨터,무선 키보드 마우스 세트,2,가격 대비 품질이 좋지 않습니다. 냉각 시스템가 부족하고 빨리 방전되한 문제가 있네요.,2024-11-16
1054,가전제품,에어컨 Q시리즈,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 에너지 효율도 마음에 들고 설치가 쉬합니다. 다른 제품과 비교했을 때 확실히 좋습니다.,2025-04-21
1055,스마트홈,스마트 조명 세트,2,"사용하기 불편합니다. 앱 사용성가 잘 작동하지 않고, 고장이 잦한 점이 아쉽습니다.",2024-12-01
1056,모바일 전자기기,스마트폰 X5,4,고객 서비스가 정말 친절했습니다. 자주 끊어지한 문제가 있었는데 빠르게 해결해주셨어요. 카메라 성능도 좋습니다.,2025-03-02
1057,모바일 전자기기,무선이어폰 플러스,5,고객 서비스가 정말 친절했습니다. 설치가 어렵한 문제가 있었는데 빠르게 해결해주셨어요. 디자인도 좋습니다. 다음에도 같은 제품을 구매할 것 같습니다.,2024-12-30
1058,음향기기,턴테이블 클래식,4,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 배터리 수명도 마음에 들고 설치가 쉬합니다.,2024-12-08
1059,가전제품,로봇청소기 클린맥스,3,가격 대비 품질이 좋지 않습니다. 소음 수준가 부족하고 고장이 잦한 문제가 있네요. 가격은 매우 합리적입니다.,2024-12-24
1060,컴퓨터,데스크탑 워크스테이션,4,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 그래픽 성능도 마음에 들고 성능이 뛰어나합니다.,2024-12-10
1061,가전제품,에어컨 Q시리즈,5,가성비가 정말 좋은 제품입니다. 냉각 성능도 우수하고 유지 관리가 쉬한 점이 좋네요. 추천합니다.,2025-01-11
1062,가전제품,전기밥솥 쿡마스터,4,고객 서비스가 정말 친절했습니다. 고장이 잦한 문제가 있었는데 빠르게 해결해주셨어요. 에너지 효율도 좋습니다.,2024-11-29
1063,컴퓨터,데스크탑 워크스테이션,4,고객 서비스가 정말 친절했습니다. 과열한 문제가 있었는데 빠르게 해결해주셨어요. 냉각 시스템도 좋습니다.,2025-01-10
1064,컴퓨터,모니터 와이드뷰,3,가격 대비 품질이 좋지 않습니다. 메모리가 부족하고 사용 설명서가 부실한 문제가 있네요. 가격은 매우 합리적입니다.,2025-04-20
1065,음향기기,턴테이블 클래식,5,고객 서비스가 정말 친절했습니다. 빨리 방전되한 문제가 있었는데 빠르게 해결해주셨어요. 휴대성도 좋습니다.,2025-01-17
1066,가전제품,전기밥솥 쿡마스터,5,"사용하기 정말 편리합니다. 세척력가 잘 설계되어 있고, 휴대하기 편리해서 만족스럽습니다.",2025-04-15
1067,컴퓨터,모니터 와이드뷰,4,제품 품질이 정말 좋습니다. 저장 용량가 특히 마음에 들어요. 설치가 쉬한 점이 큰 장점입니다. 다른 제품과 비교했을 때 확실히 좋습니다.,2025-01-10
1068,컴퓨터,울트라북 슬림9,2,품질이 기대에 미치지 못합니다. 그래픽 성능에 문제가 있고 과열한 점이 불만입니다. 가격은 다소 비싼 편입니다.,2025-04-10
1069,가전제품,에어컨 Q시리즈,3,반품 과정이 너무 복잡했습니다. 과열한 문제로 반품을 원했는데 절차가 번거로웠습니다. 에너지 효율도 별로예요.,2024-11-07
1070,컴퓨터,울트라북 슬림9,2,배송이 너무 늦었고 포장도 부실했습니다. 게다가 그래픽 성능도 마음에 들지 않고 소음이 심합니다.,2024-11-23
1071,컴퓨터,무선 키보드 마우스 세트,2,배송이 너무 늦었고 포장도 부실했습니다. 게다가 메모리도 마음에 들지 않고 빨리 방전되합니다.,2025-01-21
1072,가전제품,스마트 냉장고 R7,1,품질이 기대에 미치지 못합니다. 스마트 기능에 문제가 있고 품질이 일관적이지 않한 점이 불만입니다.,2025-02-09
1073,스마트홈,홈 CCTV 시스템,5,제품 품질이 정말 좋습니다. 음성 인식 정확도가 특히 마음에 들어요. 에너지 효율이 좋한 점이 큰 장점입니다.,2024-12-19
1074,컴퓨터,모니터 와이드뷰,1,배송이 너무 늦었고 포장도 부실했습니다. 게다가 메모리도 마음에 들지 않고 가격이 비싸합니다.,2025-03-19
1075,음향기기,사운드바 울트라,3,가격 대비 품질이 좋지 않습니다. 휴대성가 부족하고 설치가 어렵한 문제가 있네요. 다른 제품과 비교했을 때 확실히 좋습니다.,2025-01-06
1076,컴퓨터,모니터 와이드뷰,5,고객 서비스가 정말 친절했습니다. 설치가 어렵한 문제가 있었는데 빠르게 해결해주셨어요. 냉각 시스템도 좋습니다.,2024-12-30
1077,컴퓨터,울트라북 슬림9,3,가격 대비 품질이 좋지 않습니다. 저장 용량가 부족하고 설치가 어렵한 문제가 있네요. 디자인은 세련되고 고급스럽습니다.,2025-03-04
1078,음향기기,블루투스 스피커 사운드톤,3,배송이 너무 늦었고 포장도 부실했습니다. 게다가 사운드 품질도 마음에 들지 않고 사용 설명서가 부실합니다.,2025-03-10
1079,가전제품,전기밥솥 쿡마스터,2,품질이 기대에 미치지 못합니다. 냉각 성능에 문제가 있고 빨리 방전되한 점이 불만입니다.,2024-12-23
1080,가전제품,로봇청소기 클린맥스,2,"사용하기 불편합니다. 세척력가 잘 작동하지 않고, 가격이 비싸한 점이 아쉽습니다.",2024-11-30
1081,음향기기,홈시어터 시스템,4,가성비가 정말 좋은 제품입니다. 배터리 수명도 우수하고 디자인이 세련되한 점이 좋네요. 추천합니다.,2024-10-30
1082,가전제품,로봇청소기 클린맥스,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 소음 수준도 마음에 들고 가격 대비 가치가 높합니다.,2024-12-11
1083,음향기기,턴테이블 클래식,2,배송이 너무 늦었고 포장도 부실했습니다. 게다가 사운드 품질도 마음에 들지 않고 소음이 심합니다.,2025-02-14
1084,컴퓨터,게이밍 노트북 GT,1,가격 대비 품질이 좋지 않습니다. CPU 성능가 부족하고 자주 끊어지한 문제가 있네요.,2024-12-12
1085,가전제품,전기밥솥 쿡마스터,5,가성비가 정말 좋은 제품입니다. 스마트 기능도 우수하고 설치가 쉬한 점이 좋네요. 추천합니다.,2025-04-24
1086,가전제품,스마트 냉장고 R7,4,제품 품질이 정말 좋습니다. 에너지 효율가 특히 마음에 들어요. 에너지 효율이 좋한 점이 큰 장점입니다.,2024-12-26
1087,모바일 전자기기,태블릿 프로 9,5,제품 품질이 정말 좋습니다. 프로세서 속도가 특히 마음에 들어요. 가격 대비 가치가 높한 점이 큰 장점입니다.,2024-12-04
1088,스마트홈,온도조절 시스템,2,반품 과정이 너무 복잡했습니다. 사용 설명서가 부실한 문제로 반품을 원했는데 절차가 번거로웠습니다. 앱 사용성도 별로예요. 디자인은 투박하습니다.,2024-11-20
1089,음향기기,사운드바 울트라,4,제품 품질이 정말 좋습니다. 휴대성가 특히 마음에 들어요. 호환성이 좋한 점이 큰 장점입니다. 가격은 매우 합리적입니다.,2024-12-03
1090,가전제품,로봇청소기 클린맥스,2,배송이 너무 늦었고 포장도 부실했습니다. 게다가 소음 수준도 마음에 들지 않고 느리게 작동합니다.,2025-04-07
1091,모바일 전자기기,무선이어폰 플러스,3,"사용하기 불편합니다. 디자인가 잘 작동하지 않고, 소음이 심한 점이 아쉽습니다.",2024-11-02
1092,컴퓨터,모니터 와이드뷰,5,가성비가 정말 좋은 제품입니다. CPU 성능도 우수하고 호환성이 좋한 점이 좋네요. 추천합니다.,2024-11-03
1093,음향기기,헤드폰 프로,2,배송이 너무 늦었고 포장도 부실했습니다. 게다가 무선 연결 안정성도 마음에 들지 않고 빨리 방전되합니다.,2025-03-20
1094,컴퓨터,무선 키보드 마우스 세트,1,"사용하기 불편합니다. 저장 용량가 잘 작동하지 않고, 빨리 방전되한 점이 아쉽습니다.",2024-12-03
1095,스마트홈,홈 CCTV 시스템,3,"사용하기 불편합니다. 설치 용이성가 잘 작동하지 않고, 빨리 방전되한 점이 아쉽습니다.",2024-12-10
1096,스마트홈,홈 CCTV 시스템,2,품질이 기대에 미치지 못합니다. 연결성에 문제가 있고 과열한 점이 불만입니다.,2025-02-22
1097,모바일 전자기기,스마트워치 V3,2,"사용하기 불편합니다. 카메라 성능가 잘 작동하지 않고, 가격이 비싸한 점이 아쉽습니다. 가격은 다소 비싼 편입니다.",2025-04-17
1098,음향기기,사운드바 울트라,2,"사용하기 불편합니다. 사운드 품질가 잘 작동하지 않고, 설치가 어렵한 점이 아쉽습니다.",2024-12-23
1099,모바일 전자기기,태블릿 프로 9,4,가성비가 정말 좋은 제품입니다. 디스플레이 품질도 우수하고 에너지 효율이 좋한 점이 좋네요. 추천합니다.,2025-01-12
1100,모바일 전자기기,스마트워치 V3,4,"사용하기 정말 편리합니다. 배터리 수명가 잘 설계되어 있고, 유지 관리가 쉬해서 만족스럽습니다.",2025-02-04
1101,음향기기,사운드바 울트라,4,고객 서비스가 정말 친절했습니다. 품질이 일관적이지 않한 문제가 있었는데 빠르게 해결해주셨어요. 베이스 성능도 좋습니다. 다음에도 같은 제품을 구매할 것 같습니다.,2025-04-14
1102,모바일 전자기기,태블릿 프로 9,4,가성비가 정말 좋은 제품입니다. 카메라 성능도 우수하고 설치가 쉬한 점이 좋네요. 추천합니다.,2024-12-08
1103,음향기기,헤드폰 프로,1,반품 과정이 너무 복잡했습니다. 자주 끊어지한 문제로 반품을 원했는데 절차가 번거로웠습니다. 무선 연결 안정성도 별로예요.,2025-03-18
1104,가전제품,스마트 냉장고 R7,3,"사용하기 불편합니다. 소음 수준가 잘 작동하지 않고, 소음이 심한 점이 아쉽습니다. 다음에도 같은 제품을 구매할 것 같습니다.",2025-03-28
1105,스마트홈,스마트 조명 세트,5,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 호환성도 마음에 들고 에너지 효율이 좋합니다. 가격은 매우 합리적입니다.,2025-01-01
1106,모바일 전자기기,스마트워치 V3,4,가성비가 정말 좋은 제품입니다. 디자인도 우수하고 사용이 편리한 점이 좋네요. 추천합니다. 다음에도 같은 제품을 구매할 것 같습니다.,2025-01-30
1107,가전제품,전기밥솥 쿡마스터,3,가격 대비 품질이 좋지 않습니다. 세척력가 부족하고 가격이 비싸한 문제가 있네요.,2024-12-25
1108,컴퓨터,울트라북 슬림9,1,"사용하기 불편합니다. 냉각 시스템가 잘 작동하지 않고, 과열한 점이 아쉽습니다.",2025-02-25
1109,스마트홈,스마트 조명 세트,4,"사용하기 정말 편리합니다. 앱 사용성가 잘 설계되어 있고, 사용이 편리해서 만족스럽습니다.",2024-11-09
1110,음향기기,홈시어터 시스템,5,고객 서비스가 정말 친절했습니다. 자주 끊어지한 문제가 있었는데 빠르게 해결해주셨어요. 사운드 품질도 좋습니다. 다음에도 같은 제품을 구매할 것 같습니다.,2025-01-05
1111,가전제품,스마트 냉장고 R7,3,반품 과정이 너무 복잡했습니다. 사용 설명서가 부실한 문제로 반품을 원했는데 절차가 번거로웠습니다. 세척력도 별로예요. 다음에도 같은 제품을 구매할 것 같습니다.,2025-02-19
1112,컴퓨터,모니터 와이드뷰,3,품질이 기대에 미치지 못합니다. 냉각 시스템에 문제가 있고 과열한 점이 불만입니다. 다른 제품과 비교했을 때 확실히 좋습니다.,2025-04-18
1113,스마트홈,AI 스피커 홈,2,배송이 너무 늦었고 포장도 부실했습니다. 게다가 설치 용이성도 마음에 들지 않고 소음이 심합니다.,2025-04-02
1114,모바일 전자기기,스마트워치 V3,4,배송이 생각보다 빨랐고 포장도 안전하게 잘 되어있었습니다. 디스플레이 품질도 마음에 들고 가격 대비 가치가 높합니다.,2025-01-22
1115,가전제품,에어컨 Q시리즈,5,"사용하기 정말 편리합니다. 스마트 기능가 잘 설계되어 있고, 호환성이 좋해서 만족스럽습니다.",2025-04-07
1116,음향기기,헤드폰 프로,5,"사용하기 정말 편리합니다. 무선 연결 안정성가 잘 설계되어 있고, 디자인이 세련되해서 만족스럽습니다. 다음에도 같은 제품을 구매할 것 같습니다.",2024-12-30
1117,컴퓨터,무선 키보드 마우스 세트,5,가성비가 정말 좋은 제품입니다. 메모리도 우수하고 호환성이 좋한 점이 좋네요. 추천합니다.,2025-04-09
1118,스마트홈,홈 CCTV 시스템,3,"사용하기 불편합니다. 앱 사용성가 잘 작동하지 않고, 고장이 잦한 점이 아쉽습니다.",2025-02-09
1119,음향기기,홈시어터 시스템,2,품질이 기대에 미치지 못합니다. 무선 연결 안정성에 문제가 있고 사용 설명서가 부실한 점이 불만입니다.,2025-02-11
1120,모바일 전자기기,보조배터리 20000,1,배송이 너무 늦었고 포장도 부실했습니다. 게다가 프로세서 속도도 마음에 들지 않고 품질이 일관적이지 않합니다.,2024-12-21
1121,가전제품,전자레인지 M20,4,제품 품질이 정말 좋습니다. 소음 수준가 특히 마음에 들어요. 사용이 편리한 점이 큰 장점입니다. 다른 제품과 비교했을 때 확실히 좋습니다.,2024-11-05
1122,음향기기,홈시어터 시스템,1,가격 대비 품질이 좋지 않습니다. 사운드 품질가 부족하고 설치가 어렵한 문제가 있네요.,2025-03-25
1123,가전제품,전자레인지 M20,4,가성비가 정말 좋은 제품입니다. 스마트 기능도 우수하고 성능이 뛰어나한 점이 좋네요. 추천합니다. 다음에도 같은 제품을 구매할 것 같습니다.,2024-12-13
